,BSH_Enzyme,Inhibitor,Bile_Acid,Run,Replicate,log2_concentration,fitted_values_7,fitted_se_7,ci_lwr_7,ci_upr_7,enzyme_baseline_7,inhibitor_baseline_7,enzyme_inhibitor_interaction_7,inhibitor_potency_7,enzyme_bileacid_interaction_7,fitted_values_9,fitted_se_9,ci_lwr_9,ci_upr_9,enzyme_baseline_9,enzyme_bileacid_interaction_9,enzyme_inhibitor_interaction_9,enzyme_inhibitor_bileacid_interaction_9,inhibitor_potency_9,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y,Protein_Organism,Inhibitor_IP_Conc,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Bile_complexity,Bile_h_bond_acceptor,Bile_h_bond_donor,Bile_rotatable_bonds,Bile_molecular_weight,Bile_polar_surface_area
36,1011c,CAPE,GDCA,Run 2,1,1.9416560137692,2.30622714658442,0.742910352776144,0.805460936772322,3.71766951965481,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.99369609066356,2.39538523140655,1.23903737365696,0.153610314787861,5.01063681952314,2.21796608396708,4.62884865844204,-4.33170009663352,4.4389017742505,4.4389017742505,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,727.0,5,4,6,449.6,107.0
37,1011c,CAPE,GDCA,Run 2,2,3.35147237050138,2.23869736447999,0.753891948194345,0.718665705513614,3.67392214243545,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.99369609066356,2.30031132283017,1.24412869744134,0.0268720377158633,4.9038565316859,2.21796608396708,4.62884865844204,-4.33170009663352,4.4389017742505,4.4389017742505,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,727.0,5,4,6,449.6,107.0
38,1011c,CAPE,GDCA,Run 2,3,1.67807190511264,2.36627796889232,0.739819230094219,0.863143042316667,3.763234424286,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.99369609066356,2.48674525482755,1.25606664970446,0.171885093605708,5.09566636044718,2.21796608396708,4.62884865844204,-4.33170009663352,4.4389017742505,4.4389017742505,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,727.0,5,4,6,449.6,107.0
39,1011c,CAPE,GLCA,Run 2,1,-0.765534746362977,1.087818278497,0.726451172468942,-0.329558396043617,2.51813020003464,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,4.79064537774658,0.512194834720353,1.21918368458617,-1.84230266184987,2.93689738172793,2.21796608396708,5.75689650937282,-4.33170009663352,-1.18776349479166,-1.18776349479166,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,695.0,4,3,6,433.6,86.6
40,1011c,CAPE,GLCA,Run 2,2,1.51499994255359,1.02028849639256,0.720441535472173,-0.404713514872459,2.41941730417846,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,4.79064537774658,0.41712092614398,1.24224861198677,-1.95087805053435,2.91873650845378,2.21796608396708,5.75689650937282,-4.33170009663352,-1.18776349479166,-1.18776349479166,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,695.0,4,3,6,433.6,86.6
41,1011c,CAPE,GLCA,Run 2,3,0.765534746362977,1.1478691008049,0.720785171584746,-0.27102804038009,2.55444983223211,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,4.79064537774658,0.603554858141355,1.20512877737164,-1.68863470193965,3.03547010535716,2.21796608396708,5.75689650937282,-4.33170009663352,-1.18776349479166,-1.18776349479166,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,695.0,4,3,6,433.6,86.6
42,1011c,CAPE,GUDCA,Run 2,1,-0.185111405256988,0.268446375027699,0.760892556937368,-1.23657991786915,1.74611890532533,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,0.0517224764312709,-1.40089511520214,1.26744590858658,-3.6764639624973,1.29192399916211,2.21796608396708,1.10764539510183,-4.33170009663352,5.45147622068023,5.45147622068023,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,727.0,5,4,6,449.6,107.0
43,1011c,CAPE,GUDCA,Run 2,2,-2.68263843177685,0.200916592923261,0.755172717480955,-1.27380562712083,1.68647142540452,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,0.0517224764312709,-1.49596902377851,1.26750256989885,-3.75830196860427,1.21030810539923,2.21796608396708,1.10764539510183,-4.33170009663352,5.45147622068023,5.45147622068023,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,727.0,5,4,6,449.6,107.0
44,1011c,CAPE,GUDCA,Run 2,3,-1.62148837674627,0.328497197335598,0.75653235029615,-1.15469450168667,1.81091231147424,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,0.0517224764312709,-1.30953509178114,1.3314029778629,-3.6830438412888,1.53605583193377,2.21796608396708,1.10764539510183,-4.33170009663352,5.45147622068023,5.45147622068023,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,727.0,5,4,6,449.6,107.0
45,1011c,CAPE,TCA,Run 2,1,-0.393969001577047,0.793595380175781,0.756008228958078,-0.759365716178643,2.20418654133702,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,1.75935188388804,1.85867000528246,1.27822425888845,-0.506454926602738,4.50418416823997,2.21796608396708,2.2251894222283,-4.33170009663352,3.61551615930221,3.61551615930221,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,83.4,2,1,0,163.38,37.3
46,1011c,CAPE,TCA,Run 2,2,4.94886478025226,0.726065598071342,0.73338215860121,-0.795701229891746,2.079156831825,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,1.75935188388804,1.76359609670609,1.24524096342038,-0.61753512381406,4.26380945279385,2.21796608396708,2.2251894222283,-4.33170009663352,3.61551615930221,3.61551615930221,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,83.4,2,1,0,163.38,37.3
47,1011c,CAPE,TCA,Run 2,3,1.279829617267,0.853646202483679,0.733128528041354,-0.645942525881425,2.22792130404068,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,1.75935188388804,1.95003002870347,1.26739357188236,-0.342022101155424,4.62616070062342,2.21796608396708,2.2251894222283,-4.33170009663352,3.61551615930221,3.61551615930221,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,83.4,2,1,0,163.38,37.3
48,1011c,CAPE,TCDCA,Run 2,1,-0.632014273621195,1.33885927936534,0.759425278319759,-0.130996327122536,2.84595076389092,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.11765864389679,1.23884589036854,1.20128579125911,-1.25884488404018,3.45019541769553,2.21796608396708,1.88389344433436,-4.33170009663352,5.04268836378462,5.04268836378462,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
49,1011c,CAPE,TCDCA,Run 2,2,4.30736173971815,1.2713294972609,0.755136976522646,-0.202504343176557,2.75763260479221,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.11765864389679,1.14377198179216,1.2034936612215,-1.35323094395822,3.36446420803008,2.21796608396708,1.88389344433436,-4.33170009663352,5.04268836378462,5.04268836378462,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
50,1011c,CAPE,TCDCA,Run 2,3,0.0136468690544942,1.39891010167324,0.766345127450243,-0.0984374301479458,2.90563546945701,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.11765864389679,1.33020591378954,1.23561663587419,-1.2357722118148,3.60784500081202,2.21796608396708,1.88389344433436,-4.33170009663352,5.04268836378462,5.04268836378462,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
51,1011c,CAPE,TDCA,Run 2,1,-0.227037290258208,1.90644025730906,0.748194488472638,0.420426612891838,3.35334900770458,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.44235328329156,3.24231199074293,1.37401059175231,0.518146332179701,5.90426785184874,2.21796608396708,2.55352942342013,-4.33170009663352,5.86284160060019,5.86284160060019,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
52,1011c,CAPE,TDCA,Run 2,2,9.09646096297781,1.83891047520462,0.72665159859612,0.378592433855135,3.22706670035193,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.44235328329156,3.14723808216655,1.35906807326996,0.503508154101673,5.83105500131993,2.21796608396708,2.55352942342013,-4.33170009663352,5.86284160060019,5.86284160060019,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
53,1011c,CAPE,TDCA,Run 2,3,0.815988670391408,1.96649107961696,0.723958166631903,0.519309807003049,3.35722582020011,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,2.44235328329156,3.33367201416393,1.33648082198684,0.773663228534184,6.01266805072261,2.21796608396708,2.55352942342013,-4.33170009663352,5.86284160060019,5.86284160060019,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
54,1011c,CAPE,TLCA,Run 2,1,-0.528806374236418,1.941296941166,0.746483452425834,0.404848910037411,3.33106404354668,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,4.6474853102006,1.5529757070668,1.27846293834728,-0.720490187077668,4.29108453124367,2.21796608396708,4.87429569446218,-4.33170009663352,2.27513539196265,2.27513539196265,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,825.0,5,3,7,483.7,112.0
55,1011c,CAPE,TLCA,Run 2,2,1.92671557396477,1.87376715906156,0.74304265809447,0.389964912818468,3.30269213254879,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,4.6474853102006,1.45790179849042,1.29834177830564,-0.824788614506979,4.26471115645115,2.21796608396708,4.87429569446218,-4.33170009663352,2.27513539196265,2.27513539196265,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,825.0,5,3,7,483.7,112.0
56,1011c,CAPE,TLCA,Run 2,3,3.28231623898851,2.0013477634739,0.742488698822786,0.501719757141464,3.41227545652678,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,4.6474853102006,1.6443357304878,1.25624787502944,-0.544309372363386,4.38018229775203,2.21796608396708,4.87429569446218,-4.33170009663352,2.27513539196265,2.27513539196265,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,825.0,5,3,7,483.7,112.0
57,1011c,CAPE,TUDCA,Run 2,1,-0.443773354685458,1.43437215377327,0.769417413637951,-0.114317493142849,2.90179876831792,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,0.624689646963009,1.57826263335823,1.36404536653859,-1.16228725301524,4.18477058381604,2.21796608396708,8.22299025417329,-4.33170009663352,1.68848943859091,1.68848943859091,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
58,1011c,CAPE,TUDCA,Run 2,2,4.24600765696532,1.36684237166883,0.742013244192196,-0.101439219470132,2.80725269776327,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,0.624689646963009,1.48318872478185,1.38195251361366,-1.28768520603968,4.12956864732586,2.21796608396708,8.22299025417329,-4.33170009663352,1.68848943859091,1.68848943859091,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
59,1011c,CAPE,TUDCA,Run 2,3,0.832456440626259,1.49442297608117,0.755480188367885,-0.0350520742523789,2.92643026414973,3.11285483103175,-6.48691876072403,-0.865832032948417,3.97868686398017,0.624689646963009,1.66962265677923,1.34169101865969,-1.08209673251902,4.17733206062698,2.21796608396708,8.22299025417329,-4.33170009663352,1.68848943859091,1.68848943859091,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,347.0,4.0,2.0,6.0,284.31,66.8,858.0,6,4,7,499.7,132.0
60,1011c,I,GCA,Run 3,1,-0.802926625470498,0.0295254522839615,0.775308556224324,-1.46559914158179,1.57361039881756,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,1.24822746031924,-0.399808650000186,1.18006279431308,-2.69371439547486,1.93213175823241,2.21796608396708,4.85308689284523,0.256416247444516,-0.89461872184404,-0.89461872184404,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,772.0,7,4,6,464.6,133.0
61,1011c,I,GCA,Run 3,2,-0.519326021923995,-0.0378368560509866,0.765684414663399,-1.5090857926613,1.49239711281922,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,1.24822746031924,-0.517709128151231,1.20801946961454,-2.79967518432594,1.93576113656305,2.21796608396708,4.85308689284523,0.256416247444516,-0.89461872184404,-0.89461872184404,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,772.0,7,4,6,464.6,133.0
62,1011c,I,GCA,Run 3,3,-0.0616789996256812,0.0541736696757811,0.775888002247451,-1.4207561670806,1.6207248017294,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,1.24822746031924,-0.364942209068686,1.21726506291048,-2.73995930619195,2.03171974041712,2.21796608396708,4.85308689284523,0.256416247444516,-0.89461872184404,-0.89461872184404,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,772.0,7,4,6,464.6,133.0
63,1011c,I,GCDCA,Run 3,1,-0.0613621337417141,1.0038010605041,0.760453940506627,-0.472272138448572,2.5087073083374,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,3.86722455141698,-0.221174736962101,1.23986151988103,-2.56273434201408,2.29752281591957,2.21796608396708,4.91788609318026,0.256416247444516,0.579353393944901,0.579353393944901,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
64,1011c,I,GCDCA,Run 3,2,0.566778260685551,0.936438752169154,0.764278519906523,-0.543573538943223,2.45239825909035,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,3.86722455141698,-0.339075215113147,1.20984843184222,-2.62065179834167,2.12195405447984,2.21796608396708,4.91788609318026,0.256416247444516,0.579353393944901,0.579353393944901,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
65,1011c,I,GCDCA,Run 3,3,-0.725870131350129,1.02844927789592,0.775032157292006,-0.484524648810992,2.55360140777367,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,3.86722455141698,-0.186308296030601,1.18971985105852,-2.40041560253277,2.26328621361663,2.21796608396708,4.91788609318026,0.256416247444516,0.579353393944901,0.579353393944901,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
66,1011c,I,GDCA,Run 3,1,0.614311564621901,1.01558395005782,0.732624009720117,-0.410141386261198,2.46174473184166,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,2.99369609066356,0.552792862920718,1.22588959776959,-1.83933165763666,2.96615556562012,2.21796608396708,4.62884865844204,0.256416247444516,0.647179480499945,0.647179480499945,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
67,1011c,I,GDCA,Run 3,2,-0.066978699728746,0.948221641722876,0.733760954076541,-0.441154611585797,2.43518832839424,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,2.99369609066356,0.434892384769673,1.18370889293685,-1.7828794492225,2.85725941108994,2.21796608396708,4.62884865844204,0.256416247444516,0.647179480499945,0.647179480499945,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
68,1011c,I,GDCA,Run 3,3,0.643471222346687,1.04023216744964,0.746402664142233,-0.386493567161486,2.53940487627607,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,2.99369609066356,0.587659303852218,1.2280952558171,-1.84060187435304,2.97353152845001,2.21796608396708,4.62884865844204,0.256416247444516,0.647179480499945,0.647179480499945,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
69,1011c,I,GLCA,Run 3,1,0.110299165688997,-0.202824918029596,0.727478723381962,-1.62537115324949,1.2263454424078,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,4.79064537774658,0.520695604415803,1.32986494901199,-2.29710387815651,2.9159667219705,2.21796608396708,5.75689650937282,0.256416247444516,2.71582018714038,2.71582018714038,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,695.0,4,3,6,433.6,86.6
70,1011c,I,GLCA,Run 3,2,0.337241899438684,-0.270187226364545,0.737083942692072,-1.70916220264332,1.18020685270961,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,4.79064537774658,0.402795126264758,1.33373195740036,-2.37700414100815,2.85122513200125,2.21796608396708,5.75689650937282,0.256416247444516,2.71582018714038,2.71582018714038,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,695.0,4,3,6,433.6,86.6
71,1011c,I,GLCA,Run 3,3,0.84340141776899,-0.178176700637777,0.738581039665331,-1.63813636599235,1.25710130949575,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,4.79064537774658,0.555562045347303,1.34230022400488,-2.23015459571067,3.03166228238848,2.21796608396708,5.75689650937282,0.256416247444516,2.71582018714038,2.71582018714038,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,695.0,4,3,6,433.6,86.6
72,1011c,I,GUDCA,Run 3,1,0.83813281444559,-1.0221968214989,0.756636817172492,-2.50757979943962,0.458436523876545,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,0.0517224764312709,-0.129138038356036,1.34542597876596,-2.85035860916715,2.42371122759542,2.21796608396708,1.10764539510183,0.256416247444516,-1.54280026290378,-1.54280026290378,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
73,1011c,I,GUDCA,Run 3,2,-1.34417139138725,-1.08955912983385,0.758402947155219,-2.58154436416491,0.391395188683548,3.11285483103175,-11.696957617885,0.548510486097086,2.56434434493466,0.0517224764312709,-0.247038516507082,1.33645374721676,-3.00085898579667,2.23803970329301,2.21796608396708,1.10764539510183,0.256416247444516,-1.54280026290378,-1.54280026290378,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,465.0,5.0,1.0,6.0,319.4,80.9,727.0,5,4,6,449.6,107.0
